Date,Description,Amount,Transaction Type,Category,Account Name,date
02-19-2020,Amazon,17.38,debit,Entertainment,Credit Card,2020-02-19
02-20-2020,Mall,47.6,debit,Bills,Credit Card,2020-02-20
02-20-2020,Amazon,16.97,debit,Travel,Credit Card,2020-02-20
02-20-2020,Credit Transaction,50.27,credit,Dividends,Savings,2020-02-20
02-20-2020,Netflix,16.52,debit,Travel,Credit Card,2020-02-20
02-20-2020,Uber,58.88,debit,Bills,Credit Card,2020-02-20
02-20-2020,Amazon,64.15,debit,Shopping,Credit Card,2020-02-20
02-21-2020,Netflix,24.54,debit,Shopping,Credit Card,2020-02-21
02-21-2020,Credit Transaction,59.08,credit,Dividends,Savings,2020-02-21
02-21-2020,Netflix,17.24,debit,Travel,Credit Card,2020-02-21
02-21-2020,Restaurant,1035.0,debit,Mortgage & Rent,Credit Card,2020-02-21
02-21-2020,Credit Transaction,4100.0,credit,Salary,Savings,2020-02-21
02-21-2020,Mall,27.49,debit,Restaurants,Credit Card,2020-02-21
02-22-2020,Amazon,1035.0,debit,Mortgage & Rent,Credit Card,2020-02-22
02-22-2020,Netflix,36.6,debit,Shopping,Credit Card,2020-02-22
02-24-2020,Restaurant,26.26,debit,Entertainment,Credit Card,2020-02-24
02-24-2020,Mall,1035.0,debit,Mortgage & Rent,Credit Card,2020-02-24
02-24-2020,Restaurant,3.48,debit,Entertainment,Credit Card,2020-02-24
02-24-2020,Amazon,1035.0,debit,Mortgage & Rent,Credit Card,2020-02-24
02-25-2020,Restaurant,23.74,debit,Entertainment,Credit Card,2020-02-25
02-25-2020,Uber,53.59,debit,Bills,Credit Card,2020-02-25
02-26-2020,Amazon,61.82,debit,Shopping,Credit Card,2020-02-26
02-26-2020,Amazon,16.41,debit,Travel,Credit Card,2020-02-26
02-26-2020,Restaurant,87.92,debit,Restaurants,Credit Card,2020-02-26
02-26-2020,Restaurant,5.58,debit,Entertainment,Credit Card,2020-02-26
02-27-2020,Amazon,90.93,debit,Restaurants,Credit Card,2020-02-27
02-27-2020,Mall,79.58,debit,Shopping,Credit Card,2020-02-27
02-27-2020,Credit Transaction,4100.0,credit,Salary,Savings,2020-02-27
02-28-2020,Credit Transaction,4100.0,credit,Salary,Savings,2020-02-28
02-28-2020,Uber,61.68,debit,Restaurants,Credit Card,2020-02-28
02-28-2020,Restaurant,8.43,debit,Entertainment,Credit Card,2020-02-28
02-28-2020,Credit Transaction,12.76,credit,Cashback Rewards,Savings,2020-02-28
02-28-2020,Netflix,80.84,debit,Shopping,Credit Card,2020-02-28
03-01-2020,Netflix,47.28,debit,Bills,Credit Card,2020-03-01
03-01-2020,Netflix,5.05,debit,Entertainment,Credit Card,2020-03-01
03-01-2020,Mall,1026.0,debit,Mortgage & Rent,Credit Card,2020-03-01
03-01-2020,Credit Transaction,52.28,credit,Dividends,Savings,2020-03-01
03-01-2020,Amazon,66.23,debit,Bills,Credit Card,2020-03-01
03-01-2020,Rent,1026.0,debit,Mortgage & Rent,Checking,2020-03-01
03-02-2020,Netflix,11.95,debit,Entertainment,Credit Card,2020-03-02
03-02-2020,Mall,16.09,debit,Entertainment,Credit Card,2020-03-02
03-02-2020,Uber,73.3,debit,Bills,Credit Card,2020-03-02
03-02-2020,Restaurant,79.33,debit,Restaurants,Credit Card,2020-03-02
03-02-2020,Credit Transaction,4.4,credit,Cashback Rewards,Savings,2020-03-02
03-03-2020,Credit Transaction,50.33,credit,Dividends,Savings,2020-03-03
03-03-2020,Amazon,10.48,debit,Travel,Credit Card,2020-03-03
03-03-2020,Credit Transaction,52.26,credit,Dividends,Savings,2020-03-03
03-04-2020,Restaurant,1026.0,debit,Mortgage & Rent,Credit Card,2020-03-04
03-04-2020,Netflix,15.46,debit,Travel,Credit Card,2020-03-04
03-04-2020,Credit Transaction,4100.0,credit,Salary,Savings,2020-03-04
03-05-2020,Uber,39.33,debit,Shopping,Credit Card,2020-03-05
03-05-2020,Netflix,84.87,debit,Shopping,Credit Card,2020-03-05
03-06-2020,Uber,1026.0,debit,Mortgage & Rent,Credit Card,2020-03-06
03-06-2020,Credit Transaction,11.79,credit,Cashback Rewards,Savings,2020-03-06
03-06-2020,Restaurant,1.55,debit,Entertainment,Credit Card,2020-03-06
03-06-2020,Credit Transaction,9.5,credit,Cashback Rewards,Savings,2020-03-06
03-07-2020,Mall,63.63,debit,Restaurants,Credit Card,2020-03-07
03-07-2020,Credit Transaction,47.81,credit,Dividends,Savings,2020-03-07
03-07-2020,Restaurant,1026.0,debit,Mortgage & Rent,Credit Card,2020-03-07
03-07-2020,Amazon,68.87,debit,Restaurants,Credit Card,2020-03-07
03-07-2020,Mall,12.42,debit,Entertainment,Credit Card,2020-03-07
03-08-2020,Netflix,18.84,debit,Entertainment,Credit Card,2020-03-08
03-08-2020,Amazon,40.45,debit,Bills,Credit Card,2020-03-08
03-09-2020,Amazon,1026.0,debit,Mortgage & Rent,Credit Card,2020-03-09
03-09-2020,Mall,22.11,debit,Travel,Credit Card,2020-03-09
03-09-2020,Credit Transaction,4100.0,credit,Salary,Savings,2020-03-09
03-10-2020,Uber,23.53,debit,Travel,Credit Card,2020-03-10
03-10-2020,Credit Transaction,37.02,credit,Dividends,Savings,2020-03-10
03-10-2020,Mall,10.55,debit,Travel,Credit Card,2020-03-10
03-10-2020,Netflix,13.48,debit,Restaurants,Credit Card,2020-03-10
03-10-2020,Uber,49.98,debit,Bills,Credit Card,2020-03-10
03-10-2020,Amazon,1026.0,debit,Mortgage & Rent,Credit Card,2020-03-10
03-10-2020,Uber,20.47,debit,Travel,Credit Card,2020-03-10
03-11-2020,Amazon,23.34,debit,Travel,Credit Card,2020-03-11
03-11-2020,Mall,1026.0,debit,Mortgage & Rent,Credit Card,2020-03-11
03-11-2020,Credit Transaction,4100.0,credit,Salary,Savings,2020-03-11
03-12-2020,Restaurant,19.46,debit,Travel,Credit Card,2020-03-12
03-12-2020,Amazon,39.59,debit,Shopping,Credit Card,2020-03-12
03-13-2020,Monthly direct deposit - Salary,4100.0,credit,Salary,Savings,2020-03-13
03-14-2020,Netflix,36.19,debit,Shopping,Credit Card,2020-03-14
03-14-2020,Mall,76.12,debit,Shopping,Credit Card,2020-03-14
03-15-2020,Uber,46.82,debit,Shopping,Credit Card,2020-03-15
03-15-2020,Uber,66.06,debit,Shopping,Credit Card,2020-03-15
03-15-2020,Amazon,23.06,debit,Restaurants,Credit Card,2020-03-15
03-15-2020,Amazon,16.17,debit,Entertainment,Credit Card,2020-03-15
03-16-2020,Mall,1026.0,debit,Mortgage & Rent,Credit Card,2020-03-16
03-16-2020,Uber,71.91,debit,Shopping,Credit Card,2020-03-16
03-17-2020,Uber,41.11,debit,Shopping,Credit Card,2020-03-17
03-17-2020,Restaurant,26.88,debit,Restaurants,Credit Card,2020-03-17
03-17-2020,Restaurant,34.94,debit,Bills,Credit Card,2020-03-17
03-18-2020,Amazon,56.63,debit,Bills,Credit Card,2020-03-18
03-18-2020,Credit Transaction,9.35,credit,Cashback Rewards,Savings,2020-03-18
03-18-2020,Amazon,15.4,debit,Travel,Credit Card,2020-03-18
03-19-2020,Restaurant,1026.0,debit,Mortgage & Rent,Credit Card,2020-03-19
03-19-2020,Restaurant,1.11,debit,Entertainment,Credit Card,2020-03-19
03-19-2020,Mall,89.33,debit,Shopping,Credit Card,2020-03-19
03-19-2020,Credit Transaction,4.65,credit,Cashback Rewards,Savings,2020-03-19
03-20-2020,Amazon,1026.0,debit,Mortgage & Rent,Credit Card,2020-03-20
03-20-2020,Restaurant,12.2,debit,Entertainment,Credit Card,2020-03-20
03-20-2020,Netflix,41.48,debit,Bills,Credit Card,2020-03-20
03-21-2020,Mall,41.79,debit,Shopping,Credit Card,2020-03-21
03-23-2020,Amazon,22.16,debit,Travel,Credit Card,2020-03-23
03-23-2020,Mall,52.32,debit,Shopping,Credit Card,2020-03-23
03-24-2020,Mall,64.57,debit,Shopping,Credit Card,2020-03-24
03-25-2020,Mall,44.88,debit,Shopping,Credit Card,2020-03-25
03-25-2020,Mall,76.87,debit,Bills,Credit Card,2020-03-25
03-25-2020,Mall,23.16,debit,Travel,Credit Card,2020-03-25
03-25-2020,Netflix,59.93,debit,Restaurants,Credit Card,2020-03-25
03-26-2020,Mall,62.05,debit,Bills,Credit Card,2020-03-26
03-26-2020,Netflix,1026.0,debit,Mortgage & Rent,Credit Card,2020-03-26
03-26-2020,Netflix,49.93,debit,Shopping,Credit Card,2020-03-26
03-27-2020,Uber,32.45,debit,Shopping,Credit Card,2020-03-27
03-28-2020,Mall,19.56,debit,Travel,Credit Card,2020-03-28
03-28-2020,Uber,39.0,debit,Bills,Credit Card,2020-03-28
03-28-2020,Credit Transaction,69.24,credit,Dividends,Savings,2020-03-28
03-28-2020,Mall,23.9,debit,Restaurants,Credit Card,2020-03-28
04-01-2020,Mall,14.16,debit,Entertainment,Credit Card,2020-04-01
04-01-2020,Uber,41.44,debit,Bills,Credit Card,2020-04-01
04-01-2020,Credit Transaction,4100.0,credit,Salary,Savings,2020-04-01
04-01-2020,Amazon,32.3,debit,Shopping,Credit Card,2020-04-01
04-01-2020,Rent,1035.0,debit,Mortgage & Rent,Checking,2020-04-01
04-02-2020,Amazon,1035.0,debit,Mortgage & Rent,Credit Card,2020-04-02
04-02-2020,Netflix,16.14,debit,Entertainment,Credit Card,2020-04-02
04-02-2020,Mall,38.67,debit,Bills,Credit Card,2020-04-02
04-02-2020,Credit Transaction,13.74,credit,Cashback Rewards,Savings,2020-04-02
04-02-2020,Credit Transaction,42.44,credit,Dividends,Savings,2020-04-02
04-03-2020,Netflix,47.35,debit,Bills,Credit Card,2020-04-03
04-03-2020,Netflix,1035.0,debit,Mortgage & Rent,Credit Card,2020-04-03
04-03-2020,Uber,13.23,debit,Entertainment,Credit Card,2020-04-03
04-03-2020,Amazon,71.25,debit,Shopping,Credit Card,2020-04-03
04-03-2020,Restaurant,74.77,debit,Restaurants,Credit Card,2020-04-03
04-03-2020,Netflix,67.36,debit,Bills,Credit Card,2020-04-03
04-03-2020,Mall,82.23,debit,Shopping,Credit Card,2020-04-03
04-03-2020,Restaurant,33.57,debit,Shopping,Credit Card,2020-04-03
04-03-2020,Mall,13.47,debit,Entertainment,Credit Card,2020-04-03
04-03-2020,Netflix,45.12,debit,Bills,Credit Card,2020-04-03
04-03-2020,Uber,7.44,debit,Travel,Credit Card,2020-04-03
04-03-2020,Netflix,4.26,debit,Travel,Credit Card,2020-04-03
04-04-2020,Credit Transaction,85.74,credit,Dividends,Savings,2020-04-04
04-04-2020,Netflix,59.92,debit,Bills,Credit Card,2020-04-04
04-05-2020,Amazon,1035.0,debit,Mortgage & Rent,Credit Card,2020-04-05
04-05-2020,Credit Transaction,4.97,credit,Cashback Rewards,Savings,2020-04-05
04-05-2020,Uber,64.89,debit,Bills,Credit Card,2020-04-05
04-05-2020,Uber,6.51,debit,Travel,Credit Card,2020-04-05
04-06-2020,Amazon,1035.0,debit,Mortgage & Rent,Credit Card,2020-04-06
04-06-2020,Restaurant,14.58,debit,Entertainment,Credit Card,2020-04-06
04-07-2020,Amazon,44.51,debit,Bills,Credit Card,2020-04-07
04-07-2020,Mall,71.78,debit,Restaurants,Credit Card,2020-04-07
04-08-2020,Credit Transaction,58.51,credit,Dividends,Savings,2020-04-08
04-09-2020,Credit Transaction,14.17,credit,Cashback Rewards,Savings,2020-04-09
04-09-2020,Mall,13.24,debit,Entertainment,Credit Card,2020-04-09
04-09-2020,Amazon,13.37,debit,Entertainment,Credit Card,2020-04-09
04-09-2020,Mall,14.73,debit,Entertainment,Credit Card,2020-04-09
04-09-2020,Netflix,69.25,debit,Bills,Credit Card,2020-04-09
04-09-2020,Restaurant,8.89,debit,Travel,Credit Card,2020-04-09
04-10-2020,Credit Transaction,4100.0,credit,Salary,Savings,2020-04-10
04-10-2020,Amazon,1035.0,debit,Mortgage & Rent,Credit Card,2020-04-10
04-10-2020,Netflix,33.24,debit,Bills,Credit Card,2020-04-10
04-10-2020,Netflix,12.81,debit,Entertainment,Credit Card,2020-04-10
04-11-2020,Restaurant,8.32,debit,Travel,Credit Card,2020-04-11
04-11-2020,Credit Transaction,3.26,credit,Cashback Rewards,Savings,2020-04-11
04-11-2020,Uber,1035.0,debit,Mortgage & Rent,Credit Card,2020-04-11
04-12-2020,Mall,75.06,debit,Shopping,Credit Card,2020-04-12
04-13-2020,Credit Transaction,4100.0,credit,Salary,Savings,2020-04-13
04-13-2020,Monthly direct deposit - Salary,4100.0,credit,Salary,Savings,2020-04-13
04-13-2020,Credit Transaction,38.51,credit,Dividends,Savings,2020-04-13
04-13-2020,Uber,73.13,debit,Shopping,Credit Card,2020-04-13
04-13-2020,Uber,15.66,debit,Travel,Credit Card,2020-04-13
04-14-2020,Amazon,44.08,debit,Shopping,Credit Card,2020-04-14
04-14-2020,Mall,13.73,debit,Travel,Credit Card,2020-04-14
04-14-2020,Netflix,10.86,debit,Travel,Credit Card,2020-04-14
04-15-2020,Mall,1035.0,debit,Mortgage & Rent,Credit Card,2020-04-15
04-16-2020,Uber,43.93,debit,Bills,Credit Card,2020-04-16
04-16-2020,Restaurant,66.8,debit,Restaurants,Credit Card,2020-04-16
04-16-2020,Amazon,15.63,debit,Entertainment,Credit Card,2020-04-16
04-16-2020,Restaurant,57.69,debit,Shopping,Credit Card,2020-04-16
04-16-2020,Amazon,11.98,debit,Travel,Credit Card,2020-04-16
04-16-2020,Credit Transaction,4100.0,credit,Salary,Savings,2020-04-16
04-17-2020,Uber,89.13,debit,Restaurants,Credit Card,2020-04-17
04-17-2020,Mall,1035.0,debit,Mortgage & Rent,Credit Card,2020-04-17
04-17-2020,Mall,5.71,debit,Travel,Credit Card,2020-04-17
04-17-2020,Credit Transaction,79.3,credit,Dividends,Savings,2020-04-17
04-18-2020,Uber,9.65,debit,Travel,Credit Card,2020-04-18
04-18-2020,Credit Transaction,10.56,credit,Cashback Rewards,Savings,2020-04-18
04-18-2020,Amazon,13.19,debit,Entertainment,Credit Card,2020-04-18
04-19-2020,Netflix,1035.0,debit,Mortgage & Rent,Credit Card,2020-04-19
04-19-2020,Amazon,36.46,debit,Shopping,Credit Card,2020-04-19
04-19-2020,Restaurant,67.67,debit,Restaurants,Credit Card,2020-04-19
04-19-2020,Uber,1035.0,debit,Mortgage & Rent,Credit Card,2020-04-19
04-20-2020,Amazon,12.44,debit,Entertainment,Credit Card,2020-04-20
04-20-2020,Restaurant,64.37,debit,Shopping,Credit Card,2020-04-20
04-20-2020,Credit Transaction,12.38,credit,Cashback Rewards,Savings,2020-04-20
04-21-2020,Restaurant,1035.0,debit,Mortgage & Rent,Credit Card,2020-04-21
04-21-2020,Netflix,1035.0,debit,Mortgage & Rent,Credit Card,2020-04-21
04-21-2020,Restaurant,5.17,debit,Travel,Credit Card,2020-04-21
04-21-2020,Amazon,74.85,debit,Restaurants,Credit Card,2020-04-21
04-21-2020,Uber,1035.0,debit,Mortgage & Rent,Credit Card,2020-04-21
04-22-2020,Uber,14.51,debit,Entertainment,Credit Card,2020-04-22
04-22-2020,Credit Transaction,64.01,credit,Dividends,Savings,2020-04-22
04-23-2020,Mall,15.93,debit,Entertainment,Credit Card,2020-04-23
04-23-2020,Netflix,83.63,debit,Restaurants,Credit Card,2020-04-23
04-23-2020,Amazon,36.98,debit,Restaurants,Credit Card,2020-04-23
04-23-2020,Amazon,41.92,debit,Shopping,Credit Card,2020-04-23
04-23-2020,Amazon,13.81,debit,Restaurants,Credit Card,2020-04-23
04-24-2020,Credit Transaction,77.93,credit,Dividends,Savings,2020-04-24
04-24-2020,Mall,84.82,debit,Shopping,Credit Card,2020-04-24
04-24-2020,Restaurant,13.79,debit,Restaurants,Credit Card,2020-04-24
04-24-2020,Credit Transaction,4.79,credit,Cashback Rewards,Savings,2020-04-24
04-24-2020,Netflix,1035.0,debit,Mortgage & Rent,Credit Card,2020-04-24
04-25-2020,Restaurant,8.81,debit,Travel,Credit Card,2020-04-25
04-25-2020,Credit Transaction,29.12,credit,Dividends,Savings,2020-04-25
04-26-2020,Mall,1035.0,debit,Mortgage & Rent,Credit Card,2020-04-26
04-26-2020,Mall,5.56,debit,Travel,Credit Card,2020-04-26
04-26-2020,Restaurant,58.53,debit,Bills,Credit Card,2020-04-26
04-26-2020,Uber,51.89,debit,Bills,Credit Card,2020-04-26
04-27-2020,Credit Transaction,4100.0,credit,Salary,Savings,2020-04-27
04-27-2020,Netflix,69.87,debit,Bills,Credit Card,2020-04-27
04-27-2020,Mall,43.89,debit,Shopping,Credit Card,2020-04-27
04-27-2020,Mall,22.19,debit,Restaurants,Credit Card,2020-04-27
04-27-2020,Mall,1035.0,debit,Mortgage & Rent,Credit Card,2020-04-27
04-28-2020,Amazon,54.65,debit,Shopping,Credit Card,2020-04-28
04-28-2020,Restaurant,16.66,debit,Entertainment,Credit Card,2020-04-28
04-28-2020,Netflix,76.99,debit,Shopping,Credit Card,2020-04-28
04-28-2020,Mall,76.61,debit,Shopping,Credit Card,2020-04-28
05-01-2020,Rent,1019.87,debit,Mortgage & Rent,Checking,2020-05-01
05-01-2020,Credit Transaction,4100.0,credit,Salary,Savings,2020-05-01
05-02-2020,Credit Transaction,4100.0,credit,Salary,Savings,2020-05-02
05-02-2020,Netflix,40.1,debit,Shopping,Credit Card,2020-05-02
05-02-2020,Netflix,55.23,debit,Shopping,Credit Card,2020-05-02
05-04-2020,Mall,24.06,debit,Travel,Credit Card,2020-05-04
05-04-2020,Amazon,8.38,debit,Entertainment,Credit Card,2020-05-04
05-04-2020,Uber,1024.62,debit,Mortgage & Rent,Credit Card,2020-05-04
05-06-2020,Credit Transaction,4100.0,credit,Salary,Savings,2020-05-06
05-06-2020,Amazon,9.01,debit,Entertainment,Credit Card,2020-05-06
05-06-2020,Uber,14.62,debit,Travel,Credit Card,2020-05-06
05-06-2020,Uber,57.61,debit,Bills,Credit Card,2020-05-06
05-06-2020,Mall,65.5,debit,Shopping,Credit Card,2020-05-06
05-07-2020,Restaurant,6.64,debit,Travel,Credit Card,2020-05-07
05-07-2020,Uber,1020.93,debit,Mortgage & Rent,Credit Card,2020-05-07
05-07-2020,Netflix,60.49,debit,Shopping,Credit Card,2020-05-07
05-08-2020,Mall,52.16,debit,Bills,Credit Card,2020-05-08
05-08-2020,Credit Transaction,4100.0,credit,Salary,Savings,2020-05-08
05-08-2020,Amazon,9.81,debit,Entertainment,Credit Card,2020-05-08
05-08-2020,Restaurant,12.58,debit,Travel,Credit Card,2020-05-08
05-08-2020,Netflix,63.74,debit,Bills,Credit Card,2020-05-08
05-09-2020,Credit Transaction,67.42,credit,Dividends,Savings,2020-05-09
05-09-2020,Credit Transaction,3.76,credit,Cashback Rewards,Savings,2020-05-09
05-10-2020,Credit Transaction,6.83,credit,Cashback Rewards,Savings,2020-05-10
05-10-2020,Netflix,22.32,debit,Restaurants,Credit Card,2020-05-10
05-10-2020,Restaurant,12.13,debit,Travel,Credit Card,2020-05-10
05-12-2020,Credit Transaction,6.12,credit,Cashback Rewards,Savings,2020-05-12
05-12-2020,Amazon,49.32,debit,Shopping,Credit Card,2020-05-12
05-12-2020,Uber,38.94,debit,Shopping,Credit Card,2020-05-12
05-12-2020,Amazon,48.26,debit,Bills,Credit Card,2020-05-12
05-12-2020,Uber,14.76,debit,Travel,Credit Card,2020-05-12
05-13-2020,Monthly direct deposit - Salary,4100.0,credit,Salary,Savings,2020-05-13
05-13-2020,Credit Transaction,78.24,credit,Dividends,Savings,2020-05-13
05-13-2020,Mall,69.85,debit,Shopping,Credit Card,2020-05-13
05-13-2020,Amazon,1020.27,debit,Mortgage & Rent,Credit Card,2020-05-13
05-13-2020,Netflix,5.58,debit,Entertainment,Credit Card,2020-05-13
05-14-2020,Amazon,30.05,debit,Restaurants,Credit Card,2020-05-14
05-15-2020,Amazon,1025.09,debit,Mortgage & Rent,Credit Card,2020-05-15
05-15-2020,Credit Transaction,4.13,credit,Cashback Rewards,Savings,2020-05-15
05-15-2020,Uber,5.07,debit,Entertainment,Credit Card,2020-05-15
05-15-2020,Restaurant,6.81,debit,Entertainment,Credit Card,2020-05-15
05-15-2020,Netflix,4.57,debit,Travel,Credit Card,2020-05-15
05-16-2020,Credit Transaction,10.7,credit,Cashback Rewards,Savings,2020-05-16
05-16-2020,Netflix,30.01,debit,Shopping,Credit Card,2020-05-16
05-16-2020,Amazon,1029.54,debit,Mortgage & Rent,Credit Card,2020-05-16
05-17-2020,Uber,32.64,debit,Bills,Credit Card,2020-05-17
05-17-2020,Netflix,37.6,debit,Bills,Credit Card,2020-05-17
05-17-2020,Amazon,47.37,debit,Shopping,Credit Card,2020-05-17
05-18-2020,Uber,1027.64,debit,Mortgage & Rent,Credit Card,2020-05-18
05-19-2020,Uber,72.92,debit,Shopping,Credit Card,2020-05-19
05-19-2020,Credit Transaction,8.48,credit,Cashback Rewards,Savings,2020-05-19
05-20-2020,Uber,6.88,debit,Entertainment,Credit Card,2020-05-20
05-21-2020,Uber,25.6,debit,Restaurants,Credit Card,2020-05-21
05-21-2020,Uber,2.49,debit,Entertainment,Credit Card,2020-05-21
05-21-2020,Netflix,1023.04,debit,Mortgage & Rent,Credit Card,2020-05-21
05-21-2020,Amazon,14.2,debit,Travel,Credit Card,2020-05-21
05-21-2020,Restaurant,6.02,debit,Entertainment,Credit Card,2020-05-21
05-22-2020,Restaurant,75.69,debit,Restaurants,Credit Card,2020-05-22
05-22-2020,Restaurant,44.07,debit,Bills,Credit Card,2020-05-22
05-22-2020,Mall,27.29,debit,Restaurants,Credit Card,2020-05-22
05-22-2020,Credit Transaction,4100.0,credit,Salary,Savings,2020-05-22
05-23-2020,Amazon,54.33,debit,Bills,Credit Card,2020-05-23
05-23-2020,Mall,18.52,debit,Travel,Credit Card,2020-05-23
05-24-2020,Netflix,52.65,debit,Restaurants,Credit Card,2020-05-24
05-24-2020,Credit Transaction,75.27,credit,Dividends,Savings,2020-05-24
05-25-2020,Amazon,6.32,debit,Travel,Credit Card,2020-05-25
05-25-2020,Netflix,15.72,debit,Travel,Credit Card,2020-05-25
05-25-2020,Mall,77.65,debit,Shopping,Credit Card,2020-05-25
05-26-2020,Uber,61.82,debit,Restaurants,Credit Card,2020-05-26
05-26-2020,Mall,54.82,debit,Bills,Credit Card,2020-05-26
05-27-2020,Restaurant,62.64,debit,Bills,Credit Card,2020-05-27
05-27-2020,Mall,6.42,debit,Entertainment,Credit Card,2020-05-27
05-27-2020,Uber,17.41,debit,Travel,Credit Card,2020-05-27
05-28-2020,Mall,36.28,debit,Restaurants,Credit Card,2020-05-28
05-28-2020,Uber,6.74,debit,Entertainment,Credit Card,2020-05-28
05-28-2020,Mall,40.92,debit,Bills,Credit Card,2020-05-28
05-28-2020,Credit Transaction,14.07,credit,Cashback Rewards,Savings,2020-05-28
05-28-2020,Credit Transaction,45.94,credit,Dividends,Savings,2020-05-28
05-28-2020,Credit Transaction,5.88,credit,Cashback Rewards,Savings,2020-05-28
06-01-2020,Netflix,70.09,debit,Restaurants,Credit Card,2020-06-01
06-01-2020,Restaurant,28.16,debit,Entertainment,Credit Card,2020-06-01
06-01-2020,Credit Transaction,66.67,credit,Dividends,Savings,2020-06-01
06-01-2020,Credit Transaction,74.16,credit,Dividends,Savings,2020-06-01
06-01-2020,Rent,1035.0,debit,Mortgage & Rent,Checking,2020-06-01
06-01-2020,Mall,21.46,debit,Entertainment,Credit Card,2020-06-01
06-02-2020,Netflix,23.41,debit,Entertainment,Credit Card,2020-06-02
06-02-2020,Amazon,29.27,debit,Entertainment,Credit Card,2020-06-02
06-02-2020,Uber,74.77,debit,Restaurants,Credit Card,2020-06-02
06-02-2020,Netflix,68.77,debit,Bills,Credit Card,2020-06-02
06-02-2020,Restaurant,45.68,debit,Shopping,Credit Card,2020-06-02
06-02-2020,Netflix,25.18,debit,Restaurants,Credit Card,2020-06-02
06-02-2020,Restaurant,39.36,debit,Shopping,Credit Card,2020-06-02
06-03-2020,Amazon,67.51,debit,Bills,Credit Card,2020-06-03
06-03-2020,Uber,62.33,debit,Bills,Credit Card,2020-06-03
06-03-2020,Netflix,85.7,debit,Restaurants,Credit Card,2020-06-03
06-03-2020,Restaurant,56.29,debit,Shopping,Credit Card,2020-06-03
06-03-2020,Mall,76.05,debit,Restaurants,Credit Card,2020-06-03
06-04-2020,Amazon,24.45,debit,Entertainment,Credit Card,2020-06-04
06-04-2020,Mall,70.08,debit,Bills,Credit Card,2020-06-04
06-04-2020,Mall,39.96,debit,Shopping,Credit Card,2020-06-04
06-05-2020,Uber,64.74,debit,Shopping,Credit Card,2020-06-05
06-05-2020,Uber,20.75,debit,Travel,Credit Card,2020-06-05
06-05-2020,Restaurant,25.95,debit,Entertainment,Credit Card,2020-06-05
06-05-2020,Netflix,18.47,debit,Entertainment,Credit Card,2020-06-05
06-05-2020,Amazon,43.36,debit,Restaurants,Credit Card,2020-06-05
06-05-2020,Amazon,21.1,debit,Entertainment,Credit Card,2020-06-05
06-06-2020,Restaurant,53.01,debit,Shopping,Credit Card,2020-06-06
06-06-2020,Amazon,16.77,debit,Entertainment,Credit Card,2020-06-06
06-06-2020,Amazon,21.97,debit,Travel,Credit Card,2020-06-06
06-07-2020,Mall,1035.0,debit,Mortgage & Rent,Credit Card,2020-06-07
06-07-2020,Netflix,22.03,debit,Entertainment,Credit Card,2020-06-07
06-07-2020,Uber,59.7,debit,Bills,Credit Card,2020-06-07
06-07-2020,Amazon,81.4,debit,Restaurants,Credit Card,2020-06-07
06-08-2020,Netflix,1035.0,debit,Mortgage & Rent,Credit Card,2020-06-08
06-08-2020,Netflix,20.4,debit,Entertainment,Credit Card,2020-06-08
06-08-2020,Netflix,17.53,debit,Entertainment,Credit Card,2020-06-08
06-08-2020,Mall,1035.0,debit,Mortgage & Rent,Credit Card,2020-06-08
06-08-2020,Amazon,54.71,debit,Restaurants,Credit Card,2020-06-08
06-09-2020,Credit Transaction,34.16,credit,Dividends,Savings,2020-06-09
06-09-2020,Amazon,20.21,debit,Travel,Credit Card,2020-06-09
06-09-2020,Credit Transaction,4100.0,credit,Salary,Savings,2020-06-09
06-09-2020,Restaurant,21.38,debit,Travel,Credit Card,2020-06-09
06-09-2020,Uber,22.43,debit,Entertainment,Credit Card,2020-06-09
06-09-2020,Credit Transaction,61.67,credit,Dividends,Savings,2020-06-09
06-10-2020,Credit Transaction,55.83,credit,Dividends,Savings,2020-06-10
06-10-2020,Restaurant,20.89,debit,Travel,Credit Card,2020-06-10
06-10-2020,Restaurant,50.79,debit,Bills,Credit Card,2020-06-10
06-10-2020,Restaurant,23.41,debit,Entertainment,Credit Card,2020-06-10
06-10-2020,Netflix,21.34,debit,Travel,Credit Card,2020-06-10
06-11-2020,Amazon,59.41,debit,Restaurants,Credit Card,2020-06-11
06-12-2020,Mall,54.67,debit,Bills,Credit Card,2020-06-12
06-12-2020,Credit Transaction,81.17,credit,Dividends,Savings,2020-06-12
06-12-2020,Credit Transaction,13.92,credit,Cashback Rewards,Savings,2020-06-12
06-13-2020,Restaurant,57.61,debit,Restaurants,Credit Card,2020-06-13
06-13-2020,Mall,60.9,debit,Shopping,Credit Card,2020-06-13
06-13-2020,Credit Transaction,51.59,credit,Dividends,Savings,2020-06-13
06-13-2020,Netflix,23.84,debit,Travel,Credit Card,2020-06-13
06-13-2020,Mall,15.82,debit,Entertainment,Credit Card,2020-06-13
06-13-2020,Netflix,1035.0,debit,Mortgage & Rent,Credit Card,2020-06-13
06-13-2020,Monthly direct deposit - Salary,4100.0,credit,Salary,Savings,2020-06-13
06-14-2020,Mall,1035.0,debit,Mortgage & Rent,Credit Card,2020-06-14
06-14-2020,Amazon,64.03,debit,Bills,Credit Card,2020-06-14
06-14-2020,Mall,1035.0,debit,Mortgage & Rent,Credit Card,2020-06-14
